original_title,popularity,revenue,release_date,runtime,vote_average,vote_count,budget,genres
The People vs. Larry Flynt,9.178371,20300385.0,1996.8333333333333,129.0,6.8,257.0,36000000.0,['Drama']
The Return of the Pink Panther,6.501177,41833347.0,1975.4166666666667,113.0,6.7,138.0,5000000.0,"['Mystery', 'Comedy', 'Crime']"
The Abyss,9.809585,90000098.0,1989.6666666666667,139.0,7.1,822.0,70000000.0,"['Adventure', 'Action', 'Thriller', 'Science Fiction']"
Escape from New York,10.124544,50244700.0,1981.4166666666667,99.0,6.9,720.0,6000000.0,"['Science Fiction', 'Action']"
Jean de Florette,4.883274,0.0,1986.6666666666667,120.0,7.6,113.0,4940939.0,['Drama']
Monty Python and the Holy Grail,10.43389,5028948.0,1975.25,91.0,7.8,1742.0,400000.0,"['Adventure', 'Comedy', 'Fantasy']"
Trois vies et une seule mort,1.163947,0.0,1996.4166666666667,123.0,8.0,5.0,500000.0,"['Comedy', 'Crime']"
Delicatessen,12.565447,1794187.0,1991.3333333333333,99.0,7.4,320.0,4000000.0,"['Comedy', 'Science Fiction', 'Fantasy']"
Paths of Glory,8.548518,0.0,1957.75,88.0,8.2,565.0,935000.0,"['Drama', 'War']"
The English Patient,15.564161,231976425.0,1996.9166666666667,162.0,7.0,559.0,27000000.0,"['Drama', 'Romance', 'War']"
My Left Foot: The Story of Christy Brown,5.841931,14743391.0,1989.5833333333333,103.0,7.5,208.0,645180.0,['Drama']
"Sex, Lies, and Videotape",12.293656,0.0,1989.6666666666667,100.0,6.7,188.0,1200000.0,['Drama']
Paris is Burning,4.101295,3779620.0,1990.25,71.0,8.2,67.0,500000.0,['Documentary']
One Flew Over the Cuckoo's Nest,35.529554,108981275.0,1975.9166666666667,133.0,8.3,3001.0,3000000.0,['Drama']
The Empire Strikes Back,19.470959,538400000.0,1980.4166666666667,124.0,8.2,5998.0,18000000.0,"['Adventure', 'Action', 'Science Fiction']"
The Princess Bride,15.15267,30857814.0,1987.75,98.0,7.6,1518.0,16000000.0,"['Adventure', 'Family', 'Fantasy', 'Comedy', 'Romance']"
Raiders of the Lost Ark,19.901576,389925971.0,1981.5,115.0,7.7,3949.0,18000000.0,"['Adventure', 'Action']"
Brazil,9.837287,0.0,1985.1666666666667,132.0,7.6,877.0,15000000.0,"['Comedy', 'Science Fiction']"
Aliens,21.761179,183316455.0,1986.5833333333333,137.0,7.7,3282.0,18500000.0,"['Horror', 'Action', 'Thriller', 'Science Fiction']"
"Il buono, il brutto, il cattivo",16.788787,6000000.0,1967.0,161.0,8.1,2371.0,1200000.0,[]
12 Angry Men,16.503959,1000000.0,1957.25,96.0,8.2,2130.0,350000.0,['Drama']
A Clockwork Orange,17.112594,26589000.0,1972.0,136.0,8.0,3432.0,2200000.0,"['Science Fiction', 'Drama']"
To Kill a Mockingbird,14.284787,13129846.0,1963.0,129.0,7.9,676.0,2000000.0,"['Crime', 'Drama']"
Apocalypse Now,13.5963,89460381.0,1979.6666666666667,153.0,8.0,2112.0,31500000.0,"['Drama', 'War']"
C'era una volta il West,15.589351,5321508.0,1969.0,175.0,8.1,1160.0,5000000.0,[]
Return of the Jedi,14.586087,572700000.0,1983.4166666666667,135.0,7.9,4763.0,32350000.0,"['Adventure', 'Action', 'Science Fiction']"
Der Himmel über Berlin,6.357321,3200000.0,1987.0833333333333,128.0,7.5,256.0,2500000.0,"['Drama', 'Fantasy', 'Romance']"
GoodFellas,15.424092,46836394.0,1990.75,145.0,8.2,3211.0,25000000.0,"['Drama', 'Crime']"
Alien,23.37742,104931801.0,1979.4166666666667,117.0,7.9,4564.0,11000000.0,"['Horror', 'Action', 'Thriller', 'Science Fiction']"
Army of Darkness,10.704612,0.0,1992.8333333333333,81.0,7.3,852.0,11000000.0,"['Fantasy', 'Horror', 'Comedy']"
乱,12.250232,4069653.0,1985.5,162.0,7.9,349.0,11500000.0,"['Action', 'Drama', 'History']"
Psycho,36.826309,32000000.0,1960.5,109.0,8.3,2405.0,806948.0,"['Drama', 'Horror', 'Thriller']"
The Blues Brothers,10.076901,115229890.0,1980.5,133.0,7.5,1092.0,27000000.0,"['Music', 'Comedy', 'Action', 'Crime']"
Full Metal Jacket,13.94148,46357676.0,1987.5,116.0,7.9,2595.0,17000000.0,"['Drama', 'War']"
Henry V,7.307967,0.0,1989.8333333333333,137.0,7.4,73.0,9000000.0,"['War', 'Drama', 'History', 'Action', 'Romance']"
Amadeus,12.677592,51973029.0,1984.8333333333333,160.0,7.8,1107.0,18000000.0,"['Drama', 'History', 'Music']"
Raging Bull,8.868558,23000000.0,1980.9166666666667,129.0,7.7,968.0,18000000.0,['Drama']
Annie Hall,18.146043,38251425.0,1977.3333333333333,93.0,7.8,1044.0,4000000.0,"['Comedy', 'Drama', 'Romance']"
The Right Stuff,14.902397,21500000.0,1983.8333333333333,193.0,7.4,241.0,27000000.0,"['Drama', 'History']"
Das Boot,8.80338,85000000.0,1981.75,149.0,7.9,623.0,14000000.0,"['Action', 'Drama', 'History', 'War', 'Adventure']"
The Sting,12.016821,159616327.0,1974.0,129.0,7.9,639.0,5500000.0,"['Comedy', 'Crime', 'Drama']"
Harold and Maude,10.878112,0.0,1972.0,91.0,7.7,266.0,1200000.0,"['Comedy', 'Drama', 'Romance']"
The Terminator,19.293562,78371200.0,1984.8333333333333,108.0,7.4,4208.0,6400000.0,"['Action', 'Thriller', 'Science Fiction']"
Braindead,13.645568,242623.0,1992.6666666666667,104.0,7.4,388.0,3000000.0,"['Horror', 'Comedy']"
Glory,7.521346,26828365.0,1990.0,122.0,7.4,391.0,18000000.0,['War']
Miller's Crossing,7.495853,5080409.0,1990.75,115.0,7.5,431.0,14000000.0,"['Drama', 'Thriller', 'Crime']"
Dead Poets Society,19.905716,235860116.0,1989.5,129.0,8.1,2786.0,16400000.0,['Drama']
The Graduate,12.057829,104945305.0,1968.0,106.0,7.6,855.0,3000000.0,['Drama']
Touch of Evil,9.665347,2247465.0,1958.3333333333333,95.0,7.6,292.0,829000.0,"['Drama', 'Thriller', 'Crime']"
The Bridge on the River Kwai,8.851646,27200000.0,1957.8333333333333,161.0,7.7,554.0,3000000.0,"['Drama', 'History', 'War']"
Chinatown,12.29227,30000000.0,1974.5,130.0,7.9,939.0,6000000.0,"['Crime', 'Drama', 'Mystery', 'Thriller']"
The Day the Earth Stood Still,9.360003,0.0,1951.75,92.0,7.3,323.0,1200000.0,"['Drama', 'Science Fiction', 'Thriller']"
The Treasure of the Sierra Madre,8.070589,4307000.0,1948.0833333333333,126.0,7.9,285.0,3800000.0,"['Action', 'Adventure', 'Drama']"
The Shining,19.611589,44017374.0,1980.4166666666667,144.0,8.1,3890.0,19000000.0,"['Horror', 'Thriller']"
Stand by Me,15.206957,52287414.0,1986.6666666666667,89.0,7.8,1568.0,8000000.0,"['Crime', 'Drama']"
Evil Dead II,13.520764,5923044.0,1987.25,84.0,7.5,760.0,3600000.0,"['Horror', 'Comedy', 'Fantasy']"
The Great Escape,14.384114,11744471.0,1963.5,172.0,7.8,731.0,4000000.0,"['Adventure', 'Drama', 'History', 'Thriller', 'War']"
The Deer Hunter,7.729445,50000000.0,1979.0,183.0,7.8,943.0,15000000.0,"['Drama', 'War']"
Groundhog Day,12.989627,70906973.0,1993.1666666666667,101.0,7.4,2358.0,14600000.0,"['Romance', 'Fantasy', 'Drama', 'Comedy']"
Unforgiven,10.942149,159157447.0,1992.6666666666667,131.0,7.7,1133.0,14000000.0,[]
The Manchurian Candidate,7.991677,96105910.0,1962.8333333333333,126.0,7.7,188.0,80000000.0,"['Mystery', 'Thriller']"
Arsenic and Old Lace,13.99011,0.0,1944.75,118.0,7.4,234.0,1120175.0,"['Comedy', 'Crime']"
Back to the Future,25.778509,381109762.0,1985.5833333333333,116.0,8.0,6239.0,19000000.0,"['Adventure', 'Comedy', 'Science Fiction', 'Family']"
Fried Green Tomatoes,6.584254,119418501.0,1992.0,130.0,7.6,298.0,11000000.0,"['Drama', 'Comedy']"
Patton,14.382289,89800000.0,1970.0833333333333,172.0,7.3,327.0,12000000.0,"['Drama', 'History', 'War']"
アキラ,10.888917,553171.0,1988.5833333333333,124.0,7.8,792.0,8000000.0,"['Science Fiction', 'Animation']"
Highlander,16.870392,5900000.0,1986.25,116.0,6.8,642.0,16000000.0,"['Adventure', 'Action', 'Fantasy']"
Cool Hand Luke,9.718713,16217773.0,1967.5,126.0,7.7,390.0,3000000.0,"['Crime', 'Drama']"
Young Frankenstein,9.339316,86273333.0,1975.0,106.0,7.7,880.0,2800000.0,"['Comedy', 'Science Fiction']"
Night on Earth,8.291886,2015810.0,1991.8333333333333,129.0,7.5,165.0,3500000.0,"['Comedy', 'Drama']"
The Great Dictator,9.241748,11000000.0,1940.8333333333333,125.0,8.1,756.0,2000000.0,['Comedy']
Fantasia,8.03796,83320000.0,1940.9166666666667,124.0,7.2,831.0,2280000.0,"['Animation', 'Family', 'Music']"
High Noon,16.715935,8000000.0,1952.25,85.0,7.6,343.0,730000.0,[]
Somewhere in Time,5.429213,0.0,1980.8333333333333,103.0,7.1,104.0,5100000.0,"['Science Fiction', 'Drama', 'Fantasy', 'Romance']"
This Is Spinal Tap,13.981499,4736202.0,1984.4166666666667,82.0,7.6,413.0,2500000.0,"['Comedy', 'Music']"
Indiana Jones and the Last Crusade,14.788987,474171806.0,1989.4166666666667,127.0,7.6,3221.0,48000000.0,"['Adventure', 'Action']"
Gandhi,12.383755,77737889.0,1982.9166666666667,191.0,7.4,730.0,22000000.0,"['Drama', 'History']"
The Unbearable Lightness of Being,6.815147,10006806.0,1988.1666666666667,171.0,7.0,89.0,17000000.0,"['Comedy', 'Romance']"
A Room with a View,6.175166,20966644.0,1986.0,117.0,6.9,164.0,3000000.0,"['Drama', 'Romance']"
Pink Floyd: The Wall,6.773407,22244207.0,1982.5833333333333,95.0,7.7,363.0,12000000.0,['Music']
The Killing Fields,11.460364,34700291.0,1984.9166666666667,141.0,7.5,180.0,14400000.0,"['War', 'Drama', 'History']"
Forbidden Planet,6.379966,3250000.0,1956.25,98.0,7.2,238.0,1900000.0,"['Adventure', 'Science Fiction', 'Action']"
Butch Cassidy and the Sundance Kid,6.714577,102308889.0,1969.75,110.0,7.4,659.0,6000000.0,"['History', 'Drama', 'Crime']"
"Paris, Texas",11.635837,2181987.0,1984.4166666666667,147.0,7.7,282.0,1746964.0,['Drama']
When Harry Met Sally...,8.34322,92823546.0,1989.5833333333333,96.0,7.3,974.0,16000000.0,"['Comedy', 'Romance', 'Drama']"
An American Werewolf in London,13.390802,31973249.0,1981.6666666666667,97.0,7.2,571.0,10000000.0,"['Horror', 'Comedy']"
The Birds,11.591462,11403529.0,1963.25,119.0,7.3,959.0,2500000.0,['Horror']
Dracula,16.777675,215862692.0,1992.9166666666667,128.0,7.1,1087.0,40000000.0,"['Romance', 'Horror']"
Bride of Frankenstein,7.000417,0.0,1935.3333333333333,75.0,7.4,208.0,393750.0,"['Horror', 'Science Fiction']"
Cape Fear,10.302735,182300000.0,1991.9166666666667,128.0,7.0,692.0,35000000.0,"['Crime', 'Thriller']"
Carrie,9.277692,33800000.0,1976.9166666666667,98.0,7.0,977.0,1800000.0,"['Horror', 'Thriller']"
A Nightmare on Elm Street,13.694713,25504513.0,1984.9166666666667,91.0,7.2,1212.0,1800000.0,['Horror']
The Omen,16.641277,60922980.0,1976.5,111.0,7.2,485.0,2800000.0,"['Horror', 'Thriller']"
Star Trek: First Contact,8.808497,150000000.0,1996.9166666666667,111.0,7.0,671.0,46000000.0,"['Science Fiction', 'Action', 'Adventure', 'Thriller']"
Sling Blade,9.475693,24444121.0,1996.6666666666667,135.0,7.4,236.0,1000000.0,['Drama']
Ridicule,10.879283,2503829.0,1996.4166666666667,102.0,7.4,30.0,3000000.0,"['Comedy', 'Drama', 'Romance']"
The Crucible,9.412825,0.0,1996.9166666666667,124.0,6.7,134.0,25000000.0,"['Drama', 'History']"
Die Hard 2,18.785984,240031094.0,1990.5833333333333,124.0,6.6,1920.0,70000000.0,"['Action', 'Thriller']"
Star Trek VI: The Undiscovered Country,5.90057,96900000.0,1992.0,113.0,6.7,421.0,27000000.0,"['Science Fiction', 'Action', 'Adventure', 'Thriller']"
Star Trek II: The Wrath of Khan,7.160236,96800000.0,1982.5,113.0,7.3,688.0,12000000.0,"['Action', 'Adventure', 'Science Fiction', 'Thriller']"
Star Trek IV: The Voyage Home,12.596956,133000000.0,1986.9166666666667,119.0,6.9,490.0,24000000.0,"['Science Fiction', 'Adventure']"
Batman Returns,15.001681,280000000.0,1992.5,126.0,6.6,1706.0,80000000.0,"['Action', 'Fantasy']"
Young Guns,9.905174,44726644.0,1988.6666666666667,107.0,6.6,262.0,13000000.0,"['Crime', 'Action', 'Adventure', 'Drama']"
Grease,7.854899,181813770.0,1978.5833333333333,110.0,7.2,1633.0,6000000.0,['Romance']
Jaws,19.726114,470654000.0,1975.5,124.0,7.5,2628.0,7000000.0,"['Horror', 'Thriller', 'Adventure']"
Citizen Ruth,2.225234,153155.0,1997.0,104.0,6.8,27.0,3000000.0,"['Drama', 'Comedy']"
Jerry Maguire,11.807601,273552592.0,1997.0,139.0,6.7,941.0,50000000.0,"['Comedy', 'Drama', 'Romance']"
Raising Arizona,14.011415,29180280.0,1987.25,94.0,7.2,548.0,6000000.0,"['Comedy', 'Crime']"
Marvin's Room,5.307984,12803305.0,1997.0,98.0,6.6,130.0,23000000.0,['Drama']
Scream,13.326443,173046663.0,1997.0,111.0,7.0,1520.0,14000000.0,"['Crime', 'Horror', 'Mystery']"
The Last of the Mohicans,15.228794,75505856.0,1992.75,112.0,7.1,747.0,40000000.0,"['Action', 'Adventure', 'Drama', 'History', 'Romance', 'War']"
Prefontaine,2.93818,589304.0,1997.0833333333333,106.0,6.7,21.0,8000000.0,"['Drama', 'Romance']"
Lost Highway,8.449722,3675201.0,1997.0833333333333,134.0,7.5,572.0,15000000.0,"['Drama', 'Thriller', 'Mystery']"
Rosewood,2.899809,13130349.0,1997.1666666666667,140.0,6.7,31.0,30000000.0,"['Drama', 'History']"
Donnie Brasco,12.201954,41954997.0,1997.1666666666667,127.0,7.4,1175.0,35000000.0,"['Crime', 'Drama', 'Thriller']"
Private Parts,10.928417,41230799.0,1997.25,109.0,6.7,106.0,28000000.0,"['Comedy', 'Drama']"
Love Jones,1.251862,0.0,1997.25,104.0,8.1,12.0,10000000.0,"['Comedy', 'Drama', 'Romance']"
Smilla's Sense of Snow,3.132331,0.0,1997.1666666666667,121.0,6.6,61.0,35000000.0,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']"
Selena,7.390306,60000000.0,1997.25,127.0,7.1,115.0,20000000.0,['Drama']
Cats Don't Dance,3.406836,3566637.0,1997.25,75.0,7.1,25.0,32000000.0,"['Animation', 'Comedy', 'Family', 'Music']"
Breakdown,7.926621,50159144.0,1997.4166666666667,95.0,6.6,202.0,36000000.0,"['Drama', 'Action', 'Thriller']"
The Fifth Element,24.30526,263920180.0,1997.4166666666667,126.0,7.3,3962.0,90000000.0,"['Adventure', 'Fantasy', 'Action', 'Thriller', 'Science Fiction']"
Hercules,14.048694,252712101.0,1997.5,93.0,7.3,1741.0,85000000.0,"['Animation', 'Family', 'Fantasy', 'Adventure', 'Comedy', 'Romance']"
Le Mépris,7.543337,528428.0,1963.8333333333333,103.0,7.5,138.0,900000.0,['Drama']
Face/Off,11.467391,245676146.0,1997.5,138.0,6.8,1612.0,80000000.0,"['Action', 'Crime', 'Science Fiction', 'Thriller']"
Men in Black,15.781024,589390539.0,1997.5833333333333,98.0,6.9,4521.0,90000000.0,"['Action', 'Adventure', 'Comedy', 'Science Fiction']"
Contact,14.374866,171120329.0,1997.5833333333333,150.0,7.2,1338.0,90000000.0,"['Drama', 'Science Fiction', 'Mystery']"
Conan the Barbarian,10.52008,79114085.0,1982.3333333333333,129.0,6.6,663.0,20000000.0,"['Adventure', 'Fantasy', 'Action']"
Cop Land,9.15931,44862187.0,1997.6666666666667,104.0,6.6,384.0,15000000.0,"['Action', 'Crime', 'Drama']"
The Hunt for Red October,15.91126,199200000.0,1990.25,134.0,7.2,971.0,30000000.0,"['Action', 'Adventure', 'Thriller']"
My Own Private Idaho,7.289727,0.0,1991.8333333333333,104.0,7.1,218.0,2500000.0,"['Drama', 'Romance']"
L.A. Confidential,10.989442,126216940.0,1997.75,138.0,7.7,1340.0,35000000.0,"['Crime', 'Drama', 'Mystery', 'Thriller']"
Seven Years in Tibet,11.483493,131457682.0,1997.75,136.0,7.0,644.0,70000000.0,"['Adventure', 'Drama', 'History']"
The Game,14.825587,109423648.0,1997.75,129.0,7.5,1556.0,50000000.0,"['Drama', 'Thriller', 'Mystery']"
The Ice Storm,7.146352,8038061.0,1997.75,112.0,6.9,181.0,18000000.0,['Drama']
Chasing Amy,12.311564,12021272.0,1997.3333333333333,113.0,6.7,441.0,250000.0,"['Comedy', 'Drama', 'Romance']"
The Full Monty,8.333322,257850122.0,1997.6666666666667,91.0,6.9,372.0,3500000.0,['Comedy']
The Devil's Advocate,10.920124,152944660.0,1997.8333333333333,144.0,7.2,1414.0,57000000.0,"['Drama', 'Horror', 'Mystery', 'Thriller']"
Gattaca,12.89312,12532777.0,1997.75,106.0,7.5,1846.0,36000000.0,"['Thriller', 'Science Fiction', 'Mystery', 'Romance']"
The Rainmaker,6.683398,45916769.0,1997.9166666666667,135.0,6.7,239.0,40000000.0,"['Drama', 'Crime', 'Thriller']"
Boogie Nights,7.595679,43101594.0,1997.75,155.0,7.5,812.0,15000000.0,['Drama']
Witness,10.312017,68706993.0,1985.1666666666667,113.0,7.0,390.0,12000000.0,"['Crime', 'Drama', 'Romance', 'Thriller']"
Starship Troopers,14.412644,121214377.0,1997.9166666666667,129.0,6.7,1584.0,105000000.0,"['Adventure', 'Action', 'Thriller', 'Science Fiction']"
The Joy Luck Club,3.01386,32861136.0,1993.75,139.0,7.1,34.0,11000000.0,['Drama']
Sliding Doors,9.7866,58000000.0,1998.3333333333333,99.0,6.6,363.0,6000000.0,"['Comedy', 'Drama', 'Fantasy', 'Romance']"
The Truman Show,13.155901,264118201.0,1998.5,103.0,7.8,4702.0,60000000.0,"['Comedy', 'Drama']"
Anastasia,11.911173,139804348.0,1997.9166666666667,94.0,7.4,1481.0,53000000.0,"['Animation', 'Family']"
Amistad,2.263584,74000000.0,1998.0,155.0,6.8,324.0,36000000.0,"['Drama', 'History', 'Mystery']"
Deconstructing Harry,6.280515,10686841.0,1997.6666666666667,96.0,7.3,188.0,20000000.0,"['Comedy', 'Drama']"
Good Will Hunting,15.064833,225933435.0,1998.0,126.0,7.9,2880.0,10000000.0,['Drama']
The Sweet Hereafter,6.002992,3263585.0,1997.4166666666667,112.0,6.8,108.0,5000000.0,['Drama']
Titanic,26.88907,1845034188.0,1997.9166666666667,194.0,7.5,7770.0,200000000.0,"['Drama', 'Romance', 'Thriller']"
The Horse Whisperer,7.685548,186883563.0,1998.4166666666667,170.0,6.7,296.0,60000000.0,"['Drama', 'Romance']"
Jackie Brown,16.415498,39673162.0,1998.0,154.0,7.3,1580.0,12000000.0,"['Comedy', 'Crime', 'Romance']"
Kundun,5.01752,5684789.0,1998.0,134.0,6.8,92.0,28000000.0,['Drama']
The Big Lebowski,15.952524,46189568.0,1998.25,117.0,7.8,3001.0,15000000.0,"['Comedy', 'Crime']"
Wag the Dog,7.603652,64256513.0,1998.0,97.0,6.7,273.0,15000000.0,"['Comedy', 'Drama']"
Dark City,12.851984,27200316.0,1998.1666666666667,100.0,7.2,838.0,27000000.0,"['Mystery', 'Science Fiction']"
Shooting Fish,1.631288,302204.0,1997.6666666666667,109.0,7.0,23.0,3000000.0,"['Crime', 'Comedy', 'Romance']"
As Good as It Gets,9.374049,314178011.0,1998.0,139.0,7.2,946.0,50000000.0,"['Comedy', 'Romance']"
The Spanish Prisoner,4.305735,13835130.0,1997.75,110.0,7.1,74.0,10000000.0,"['Crime', 'Drama', 'Mystery', 'Thriller']"
The Last Days of Disco,8.666763,0.0,1998.4166666666667,113.0,6.8,50.0,8000000.0,"['Comedy', 'Drama', 'Romance']"
He Got Game,13.06943,21567853.0,1998.4166666666667,136.0,6.7,140.0,25000000.0,['Drama']
Nil by Mouth,3.035339,0.0,1997.4166666666667,128.0,7.1,35.0,9000000.0,['Drama']
Leather Jacket Love Story,0.488656,0.0,1998.1666666666667,85.0,9.0,2.0,67000.0,"['Drama', 'Comedy', 'Romance']"
Karakter,1.221677,0.0,1997.3333333333333,122.0,7.7,25.0,4500000.0,"['Drama', 'Foreign', 'History']"
Lawn Dogs,4.255263,0.0,1997.9166666666667,101.0,7.3,32.0,7000000.0,['Drama']
Quest for Camelot,13.02535,38172500.0,1998.4166666666667,86.0,6.9,193.0,40000000.0,"['Fantasy', 'Animation', 'Drama', 'Romance', 'Family']"
Fear and Loathing in Las Vegas,9.220346,10680275.0,1998.4166666666667,118.0,7.2,1321.0,18500000.0,"['Adventure', 'Drama', 'Comedy']"
بچه‌های آسمان,7.523517,900000.0,1997.6666666666667,89.0,7.8,113.0,180000.0,"['Drama', 'Comedy', 'Family']"
Mulan,21.180857,304320254.0,1998.5,88.0,7.6,2089.0,90000000.0,"['Animation', 'Family', 'Adventure']"
The X Files,12.311615,189198313.0,1998.5,121.0,6.6,494.0,66000000.0,"['Mystery', 'Science Fiction', 'Thriller']"
Buffalo '66,9.167761,2375097.0,1998.0833333333333,110.0,7.2,172.0,1500000.0,"['Romance', 'Comedy', 'Crime', 'Drama']"
Pi,10.621362,3221152.0,1998.5833333333333,84.0,7.1,600.0,60000.0,"['Mystery', 'Drama', 'Thriller']"
Wings,8.545698,0.0,1927.6666666666667,141.0,7.0,59.0,2000000.0,"['Action', 'Drama', 'Romance', 'War']"
All Quiet on the Western Front,15.235056,0.0,1930.3333333333333,133.0,7.5,166.0,1250000.0,"['Drama', 'War']"
Mutiny on the Bounty,7.135215,4460000.0,1935.9166666666667,132.0,7.1,72.0,1950000.0,"['Adventure', 'Drama', 'History', 'Romance']"
You Can't Take It With You,4.370592,7433101.0,1938.6666666666667,126.0,7.2,79.0,1644736.0,"['Comedy', 'Romance']"
How Green Was My Valley,9.058578,6000000.0,1941.8333333333333,118.0,6.9,76.0,1250000.0,['Drama']
Mrs. Miniver,3.306745,13500000.0,1942.5,134.0,6.7,47.0,1344000.0,"['Drama', 'Romance', 'War']"
The Lost Weekend,8.731331,11000000.0,1945.9166666666667,101.0,7.4,115.0,1250000.0,['Drama']
The Best Years of Our Lives,6.069343,23650000.0,1947.0,172.0,7.6,148.0,2100000.0,"['Drama', 'History', 'Romance']"
Gentleman's Agreement,6.857318,7800000.0,1947.9166666666667,118.0,6.8,48.0,2000000.0,"['Drama', 'Romance']"
Hamlet,3.188067,0.0,1948.25,155.0,7.1,48.0,750000.0,['Drama']
The Greatest Show on Earth,4.011363,36000000.0,1952.0833333333333,152.0,6.6,51.0,4000000.0,"['Action', 'Drama', 'Romance']"
From Here to Eternity,5.358582,30500000.0,1953.6666666666667,118.0,7.2,137.0,1650000.0,"['War', 'Drama', 'Romance']"
On the Waterfront,18.211093,9600000.0,1954.5,108.0,8.0,368.0,910000.0,"['Crime', 'Drama']"
Marty,11.589081,3000000.0,1955.3333333333333,90.0,7.2,75.0,343000.0,"['Drama', 'Romance']"
West Side Story,8.389903,43656822.0,1961.8333333333333,152.0,7.0,399.0,6000000.0,"['Crime', 'Drama', 'Music']"
A Man for All Seasons,6.997888,28350000.0,1967.0,120.0,7.5,90.0,3900000.0,"['Drama', 'History']"
In the Heat of the Night,9.059617,27379978.0,1967.6666666666667,109.0,7.5,207.0,2000000.0,"['Crime', 'Drama', 'Mystery', 'Thriller']"
Oliver!,8.630078,37402877.0,1968.75,153.0,7.0,106.0,10000000.0,"['Drama', 'Family', 'Music']"
Midnight Cowboy,10.579988,44785053.0,1969.4166666666667,113.0,7.4,307.0,3600000.0,['Drama']
The French Connection,6.694959,41158757.0,1971.8333333333333,104.0,7.4,435.0,1800000.0,"['Action', 'Crime', 'Thriller']"
Rocky,14.774066,117235147.0,1976.9166666666667,119.0,7.5,1843.0,1000000.0,['Drama']
Kramer vs. Kramer,9.741644,106260000.0,1980.0,105.0,7.4,483.0,8000000.0,['Drama']
Ordinary People,8.934661,0.0,1980.75,124.0,7.4,147.0,6000000.0,['Drama']
Chariots of Fire,6.877698,58972904.0,1981.4166666666667,123.0,6.9,213.0,5500000.0,"['Drama', 'History']"
